review,label
The music isn't actually tied to the tiles. If you press a tile it doesn't actually play the piano sound. Its just close enough to make it look like it is. This game is an illusion.,complaint
I really loved it..,
Best,
Cool,
I love this game,
Nice,
Great game for people like me who love music and enjoy playing the piano,
Love it,
I love it,
I love it .it helps relaxs,
it's the best game ever,
Its awesome and really fun,
Im addicted and i love the new music,
Its amazing ang fun,
i like pyano thst why,
Love this game,
Bye,
I really llove this app????,
Yes,
It has the amazing.,
It is not compatible,
I hate it booooooooooooooooooooooo??????,complaint
I love this game but you should give free Diamonds once in a while,request
Awsome,
GREAT GAME! It's amazing! Very addictive and all ages! Try it! You won't regret it ??????,
Fun but boring,
Goog,
I love this game,
Tapping black tiles,
I love this game!!!,
Good game offline,
Love it,
Awesome,
Its amazing but after reaching level three it just stopped working.,complaint
This game is gud I love it ??,
I played it before thanks for the app,
The game is awsome and very adicting.I love the song choices to!,
I love this game,
Made me cry on the inside,
?? ???? ????,
Awesome,
Adddicteedddd,
I very like this game,
I LOVE this game it is so entertaining and doesnt end so I can play it forever and dont have to delete it,
Upgrade it,
Its better than the other ones,
Amazing,
Good,
Perfect,
It's fun and you are sure to love it no matter what,
Its great to play,
I love the game a lot,
Clearly It's A good game,
I LOVE IT,
Very very good game,
Nice one,
I think it's a good game I am really good at ?? and it's a very easy game,
I think it cool,
Great relaxer,
I thick your game is ass,
Nice Awesome Nice feature,
Its truely a good game ...,
My high score is 2000 ??,
Not perfect but it's good,
Good game,
"You are not actully playing the ""piano"" You click the first key then its plays the piano for you",
this is a very good game for playing in pastime. ??,
I like playing this game so much,
I am downloading it I don't know about it graphics but when I saw pictures I love it,
I love it very much it's just so awesome ??????????????,
Better than mobile legends,comparison
I can't put it down. It's perfect for a 6th grader like me.,
"Its awesome!! The songs are so beautiful and soothing, i like this version better then all versions",
I think you rock!,
Sv,
You have copied piano tiles 2,comparison
Best but too many ads.,complaint
Outstanding?????????,
I love,
Nicccce??,
Multiple adds reduces customer interest in game hence uninstalled it...,complaint
I like the song selection in this version. . ??,
I am a pro hassa :),
I cant even download it,complaint
Great,
It's really cool and very easy too.,
I love it alot,
Amazing ??,
Cool,
It's amazing best app ever,
Cool game,
It's cool,
It's a fun game,
Ok,
Ausem,
"This game is totally awesome!! It sure gets my fingers moving, and my heart pumping. It is great for my hand eye coordination too! LOVE it",
Its cool,
This game is awesome love to play it,
This game is a blessing,
I love that,
Hated /,
Really best game I ever played in my life,
Love it...,
Good:-);-):-);-),
Very good music,
I like it,
Will I just got it... BUT I love the first one,
Anus,
Cool,
This is great for fun and focuse but I wish there was a pause button.,request
Omg this game is extremely addictive and so much fun.,
Beautiful,
So GOODDDDDDDDDDDDDDD,
Sorry about this but it is kindofe boring I am playing the game to long but thanks for the game I'm going to be playing the game again soon,
I love it,
I love it,
I hate this game every time I play it it says that I missed the stupid tile,complaint
Loved it,
Poop,
Good,
Its really amazing and really addictive,
Ooooooo??????????,
It is good,
I love this game,
Am logan,
Only if u could have as many apps as u want Just not fair,
Hate this game,complaint
Great,
It's a great game,
A little fast network,
Ilikeit ?,
Creates mind relief.......nice game,
I love love love this game,
the song is good,
I think this is the best game I ever played,
Testerr,
Better game,
????,
Nice,
its should be little tuf and there should be some tuf levels,request
I love this game do much,
LOVE ITTTTTTTTTT ITS LITTY,
Its the best game from piano tiles,
It is awsome,
B won Bobby Peter,
Love it,
Ya,
????,
It is great for any where,
Ok,
Awesome app!,
LOVE IT LOVE IT AND LOVE IT,
I like hard,
I want more and more music selections pls and more faster too??,request
Nuthing,
Pio is a good dog I love Pio,
Fun,
Love it,
This game very funy,
Lol love,
Great gameplay!!,
Nice music,
??????,
At first I only had a chance on Talking Tom and now I have to do it on this game it's kind of fun for me because I get to do it not just on a game but on a game for it.??????,
gooood,
I think it's cool just joining spinning,
Awsome,
It won't let me danlod so hate. £( 8( &( ;( (++) ^,complaint
I love this game its soo fun!,
Magic Tiles 3,
"The game would register for me hitting tiles that I didn't hit and would end the game. Then would take some of my energy points for me to play again. It is a decent game, but it has some serious glitches. Please download this game at your own risk.",complaint
AMAZING,
Cool,
It's fun and a great way to keep you occupied for any reason,
Game is nice. Notifications are bothersome. Uninstalling,
Great best??????????,
Amazing ????????,
Awesome,
5 star's,
Its grate,
Addictive,
There should be the online match with chats????????,request
Good,
Great game. Some times its out of sync but livable. It would be awesome if it had some tunes of popular songs,complaint-request
This is a ??% good,
Thnx,
Love the game????????????????????????????????????????,
I'd give it 5 stars if the song plays the same time when we tap the tiles,
wow I love it,
nice game,
I thick that this is going to be a good a because I have not played it so ay,
"It is very lovely music and gameplay,it is so beautiful...",
A great challenge for me,
Best game ever !,
Awesome,
"Who is this person made this? Because I Love This Game if i see this person who made this game i will saying in her or she that i love here own game,actually im not kata that was accont my real name is Kristel =-)",
Paid to remove adds but still getting them,complaint
Good yo,
Cant even open.,
Nice,
Superb,
bagsu,
Good,
F.U.N ??????????????????????????????????????,
didinpilino,
I loved everything,
I really like this game,
I like it,
I think is good,
I love piano tealls,
Nice,
I HATE IT SO MUCH??????,complaint
Loved it soooo much??????,
I love it Soo much I can't tell you ????????????????,
I just loved this game please install it ????,
Yayyyy!!!!!!!????????,
I hit many notes and after doing so well it would put that i missed a not after knowing i didn't and it even changed color when i hit the note.,
I loved it,
I love this game.This is the best game in the world ??.But sometimes it stops,
I'm such in love with this game. I play this game forever.,
Gr8 game,
This app is great practice and is very easy compared to piano tiles 2 I personally love it and all of its songs,comparison
Awesome game,
try to add some modern music and let people create their own songs to follow the beat to,request
Very good????????,
Improve concentration,
Awesome game totally recommend it!!,
This sucks I play it so much! I love it!,
I LOVE IT???????!!!!!!!!!!!!,
I love this game,
I love this game.. Challenging and versus with frnd.. Online...,
Love it,
I think that this app is so much fun. You should play it!!!!!,
Magik tales the olsem,
I hate this stuff because it won't download a Game????????,complaint
It is awsome it's my most favorite game,
Good it's a good game and piano is my BFF's favorite music is piano very well you made,
You make more and the game is really great ????,
Love it I play piano forever,
Awesome game,
Love this so much-,
Dumb,
Awesome sauce,
I realy like this game so much I appreciate it,
Very cool,
I love this game,
addictive ??,
It's just like me playing on a permanent,
The rhythm and pattern ????,
Sema ??,
Ahsan,
I like the game.. sometime's no,
it is very nice game i scored 2121,
Its kinde for like people that plays it.,
Superb game,
Thope,
Really good game but I don't know any of the songs still I got really high score 1000,
I loved this game,
Hi,
It fun.. I like it,
I love the Game,
Superb classic game,
It's great,
I think its brilliant,
Supper,
"Lag.. Lags a ton. How? It's literally just black rectangles scripted to go down on the screen. Multiplayer is just a gimmick, not engaging or fun and doesn't make the game better than the on it's trying to leech of.",complaint
Me and my kids love this game tons of fun,
Awesome,
That good game,
I think it is so challenging and really fun,
It sucks I have to have a permission to play something about location sucks a lot,
Gread game my lilgirl loves it,
fun to play you'll never get old,
It is so amazing,
So addicting woohooo Love it,
It is about Music and i love it,
It was fun,
Grate,
Its a really amazing app!,
It needs work,
I love this game.thanks,
It's fun,
It's fun ????,
Love it,
"If you're looking for something to keep your mind off of stress, then this is your game",
I just loved everything about it,
It amazing,
Loved it,
"I really love this game, actually this is the only game that I have on my phone coz I really like it,",
I love this game it challenge me,
Joker,
I love this game,
